,id,code,pe_ratio,turnover_ratio,pb_ratio,ps_ratio,pcf_ratio,capitalization,market_cap,circulating_cap,circulating_market_cap,day,pe_ratio_lyr
0,68574251,600519.XSHG,55.549,0.2185,17.4909,26.2188,123.7126,125619.7812,26417.9648,125619.7812,26417.9648,2021-06-28,56.5728
